image,label1,label2
/root/animal_class/data/train/rabbits/rabbits156.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits006.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits064.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits170.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits234.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits283.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits021.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits025.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits128.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits163.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits238.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits280.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits286.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits237.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits300.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits086.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits282.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits290.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits126.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits220.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits102.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits011.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits083.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits158.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits134.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits175.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits223.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits196.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits065.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits146.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits018.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits154.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits262.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits208.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits299.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits245.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits288.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits093.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits133.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits298.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits056.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits096.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits191.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits037.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits253.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits248.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits089.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits058.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits097.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits022.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits203.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits287.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits106.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits164.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits112.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits275.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits161.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits188.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits192.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits039.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits144.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits108.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits269.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits284.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits029.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits053.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits000.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits229.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits181.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits113.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits045.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits160.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits132.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits257.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits302.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits206.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits013.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits165.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits241.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits030.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits306.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits082.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits226.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits087.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits228.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits167.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits151.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits124.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits304.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits294.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits052.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits183.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits137.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits166.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits218.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits258.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits215.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits216.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits173.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits174.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits268.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits212.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits246.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits015.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits303.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits186.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits272.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits095.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits036.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits261.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits048.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits140.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits072.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits176.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits263.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits069.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits130.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits073.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits249.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits062.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits009.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits301.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits292.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits078.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits003.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits157.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits019.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits051.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits101.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits049.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits123.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits145.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits217.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits233.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits007.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits293.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits149.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits136.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits031.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits171.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits148.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits266.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits307.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits060.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits153.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits067.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits068.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits054.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits092.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits107.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits227.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits035.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits278.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits032.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits289.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits178.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits066.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits109.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits211.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits291.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits057.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits059.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits055.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits135.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits076.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits017.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits131.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits297.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits189.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits103.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits122.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits256.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits012.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits182.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits200.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits230.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits115.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits002.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits143.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits221.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits225.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits111.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits008.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits243.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits260.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits232.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits105.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits271.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits209.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits042.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits296.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits110.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits264.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits187.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits044.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits094.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits043.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits214.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits117.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits050.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits129.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits070.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits184.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits270.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits005.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits127.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits099.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits023.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits239.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits195.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits277.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits252.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits179.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits236.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits119.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits295.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits085.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits207.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits279.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits193.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits276.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits169.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits001.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits255.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits259.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits071.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits274.jpg,1,1
/root/animal_class/data/train/rabbits/rabbits061.jpg,1,1
/root/animal_class/data/train/rats/rats184.jpg,1,2
/root/animal_class/data/train/rats/rats030.jpg,1,2
/root/animal_class/data/train/rats/rats161.jpg,1,2
/root/animal_class/data/train/rats/rats032.jpg,1,2
/root/animal_class/data/train/rats/rats212.jpg,1,2
/root/animal_class/data/train/rats/rats067.jpg,1,2
/root/animal_class/data/train/rats/rats027.jpg,1,2
/root/animal_class/data/train/rats/rats002.jpg,1,2
/root/animal_class/data/train/rats/rats124.jpg,1,2
/root/animal_class/data/train/rats/rats195.jpg,1,2
/root/animal_class/data/train/rats/rats090.jpg,1,2
/root/animal_class/data/train/rats/rats179.jpg,1,2
/root/animal_class/data/train/rats/rats213.jpg,1,2
/root/animal_class/data/train/rats/rats177.jpg,1,2
/root/animal_class/data/train/rats/rats074.jpg,1,2
/root/animal_class/data/train/rats/rats236.jpg,1,2
/root/animal_class/data/train/rats/rats038.jpg,1,2
/root/animal_class/data/train/rats/rats034.jpg,1,2
/root/animal_class/data/train/rats/rats108.jpg,1,2
/root/animal_class/data/train/rats/rats120.jpg,1,2
/root/animal_class/data/train/rats/rats267.jpg,1,2
/root/animal_class/data/train/rats/rats053.jpg,1,2
/root/animal_class/data/train/rats/rats223.jpg,1,2
/root/animal_class/data/train/rats/rats190.jpg,1,2
/root/animal_class/data/train/rats/rats197.jpg,1,2
/root/animal_class/data/train/rats/rats014.jpg,1,2
/root/animal_class/data/train/rats/rats061.jpg,1,2
/root/animal_class/data/train/rats/rats168.jpg,1,2
/root/animal_class/data/train/rats/rats016.jpg,1,2
/root/animal_class/data/train/rats/rats006.jpg,1,2
/root/animal_class/data/train/rats/rats041.jpg,1,2
/root/animal_class/data/train/rats/rats129.jpg,1,2
/root/animal_class/data/train/rats/rats115.jpg,1,2
/root/animal_class/data/train/rats/rats048.jpg,1,2
/root/animal_class/data/train/rats/rats215.jpg,1,2
/root/animal_class/data/train/rats/rats110.jpg,1,2
/root/animal_class/data/train/rats/rats063.jpg,1,2
/root/animal_class/data/train/rats/rats257.jpg,1,2
/root/animal_class/data/train/rats/rats128.jpg,1,2
/root/animal_class/data/train/rats/rats261.jpg,1,2
/root/animal_class/data/train/rats/rats162.jpg,1,2
/root/animal_class/data/train/rats/rats089.jpg,1,2
/root/animal_class/data/train/rats/rats101.jpg,1,2
/root/animal_class/data/train/rats/rats003.jpg,1,2
/root/animal_class/data/train/rats/rats182.jpg,1,2
/root/animal_class/data/train/rats/rats146.jpg,1,2
/root/animal_class/data/train/rats/rats214.jpg,1,2
/root/animal_class/data/train/rats/rats099.jpg,1,2
/root/animal_class/data/train/rats/rats194.jpg,1,2
/root/animal_class/data/train/rats/rats092.jpg,1,2
/root/animal_class/data/train/rats/rats039.jpg,1,2
/root/animal_class/data/train/rats/rats142.jpg,1,2
/root/animal_class/data/train/rats/rats052.jpg,1,2
/root/animal_class/data/train/rats/rats152.jpg,1,2
/root/animal_class/data/train/rats/rats253.jpg,1,2
/root/animal_class/data/train/rats/rats144.jpg,1,2
/root/animal_class/data/train/rats/rats264.jpg,1,2
/root/animal_class/data/train/rats/rats151.jpg,1,2
/root/animal_class/data/train/rats/rats017.jpg,1,2
/root/animal_class/data/train/rats/rats237.jpg,1,2
/root/animal_class/data/train/rats/rats086.jpg,1,2
/root/animal_class/data/train/rats/rats205.jpg,1,2
/root/animal_class/data/train/rats/rats137.jpg,1,2
/root/animal_class/data/train/rats/rats259.jpg,1,2
/root/animal_class/data/train/rats/rats131.jpg,1,2
/root/animal_class/data/train/rats/rats035.jpg,1,2
/root/animal_class/data/train/rats/rats064.jpg,1,2
/root/animal_class/data/train/rats/rats216.jpg,1,2
/root/animal_class/data/train/rats/rats000.jpg,1,2
/root/animal_class/data/train/rats/rats077.jpg,1,2
/root/animal_class/data/train/rats/rats071.jpg,1,2
/root/animal_class/data/train/rats/rats078.jpg,1,2
/root/animal_class/data/train/rats/rats262.jpg,1,2
/root/animal_class/data/train/rats/rats043.jpg,1,2
/root/animal_class/data/train/rats/rats011.jpg,1,2
/root/animal_class/data/train/rats/rats051.jpg,1,2
/root/animal_class/data/train/rats/rats062.jpg,1,2
/root/animal_class/data/train/rats/rats218.jpg,1,2
/root/animal_class/data/train/rats/rats109.jpg,1,2
/root/animal_class/data/train/rats/rats210.jpg,1,2
/root/animal_class/data/train/rats/rats166.jpg,1,2
/root/animal_class/data/train/rats/rats122.jpg,1,2
/root/animal_class/data/train/rats/rats020.jpg,1,2
/root/animal_class/data/train/rats/rats238.jpg,1,2
/root/animal_class/data/train/rats/rats127.jpg,1,2
/root/animal_class/data/train/rats/rats224.jpg,1,2
/root/animal_class/data/train/rats/rats181.jpg,1,2
/root/animal_class/data/train/rats/rats015.jpg,1,2
/root/animal_class/data/train/rats/rats105.jpg,1,2
/root/animal_class/data/train/rats/rats069.jpg,1,2
/root/animal_class/data/train/rats/rats176.jpg,1,2
/root/animal_class/data/train/rats/rats010.jpg,1,2
/root/animal_class/data/train/rats/rats185.jpg,1,2
/root/animal_class/data/train/rats/rats055.jpg,1,2
/root/animal_class/data/train/rats/rats171.jpg,1,2
/root/animal_class/data/train/rats/rats084.jpg,1,2
/root/animal_class/data/train/rats/rats139.jpg,1,2
/root/animal_class/data/train/rats/rats018.jpg,1,2
/root/animal_class/data/train/rats/rats013.jpg,1,2
/root/animal_class/data/train/rats/rats133.jpg,1,2
/root/animal_class/data/train/rats/rats009.jpg,1,2
/root/animal_class/data/train/rats/rats206.jpg,1,2
/root/animal_class/data/train/rats/rats258.jpg,1,2
/root/animal_class/data/train/rats/rats091.jpg,1,2
/root/animal_class/data/train/rats/rats132.jpg,1,2
/root/animal_class/data/train/rats/rats096.jpg,1,2
/root/animal_class/data/train/rats/rats200.jpg,1,2
/root/animal_class/data/train/rats/rats073.jpg,1,2
/root/animal_class/data/train/rats/rats209.jpg,1,2
/root/animal_class/data/train/rats/rats045.jpg,1,2
/root/animal_class/data/train/rats/rats198.jpg,1,2
/root/animal_class/data/train/rats/rats138.jpg,1,2
/root/animal_class/data/train/rats/rats241.jpg,1,2
/root/animal_class/data/train/rats/rats031.jpg,1,2
/root/animal_class/data/train/rats/rats233.jpg,1,2
/root/animal_class/data/train/rats/rats036.jpg,1,2
/root/animal_class/data/train/rats/rats187.jpg,1,2
/root/animal_class/data/train/rats/rats116.jpg,1,2
/root/animal_class/data/train/rats/rats141.jpg,1,2
/root/animal_class/data/train/rats/rats100.jpg,1,2
/root/animal_class/data/train/rats/rats040.jpg,1,2
/root/animal_class/data/train/rats/rats024.jpg,1,2
/root/animal_class/data/train/rats/rats242.jpg,1,2
/root/animal_class/data/train/rats/rats178.jpg,1,2
/root/animal_class/data/train/rats/rats068.jpg,1,2
/root/animal_class/data/train/rats/rats263.jpg,1,2
/root/animal_class/data/train/rats/rats026.jpg,1,2
/root/animal_class/data/train/rats/rats022.jpg,1,2
/root/animal_class/data/train/rats/rats169.jpg,1,2
/root/animal_class/data/train/rats/rats191.jpg,1,2
/root/animal_class/data/train/rats/rats230.jpg,1,2
/root/animal_class/data/train/rats/rats255.jpg,1,2
/root/animal_class/data/train/rats/rats160.jpg,1,2
/root/animal_class/data/train/rats/rats143.jpg,1,2
/root/animal_class/data/train/rats/rats135.jpg,1,2
/root/animal_class/data/train/rats/rats154.jpg,1,2
/root/animal_class/data/train/rats/rats226.jpg,1,2
/root/animal_class/data/train/rats/rats148.jpg,1,2
/root/animal_class/data/train/rats/rats219.jpg,1,2
/root/animal_class/data/train/rats/rats183.jpg,1,2
/root/animal_class/data/train/rats/rats028.jpg,1,2
/root/animal_class/data/train/rats/rats196.jpg,1,2
/root/animal_class/data/train/rats/rats157.jpg,1,2
/root/animal_class/data/train/rats/rats175.jpg,1,2
/root/animal_class/data/train/rats/rats121.jpg,1,2
/root/animal_class/data/train/rats/rats072.jpg,1,2
/root/animal_class/data/train/rats/rats249.jpg,1,2
/root/animal_class/data/train/rats/rats059.jpg,1,2
/root/animal_class/data/train/rats/rats047.jpg,1,2
/root/animal_class/data/train/rats/rats056.jpg,1,2
/root/animal_class/data/train/rats/rats012.jpg,1,2
/root/animal_class/data/train/rats/rats080.jpg,1,2
/root/animal_class/data/train/rats/rats033.jpg,1,2
/root/animal_class/data/train/rats/rats037.jpg,1,2
/root/animal_class/data/train/rats/rats251.jpg,1,2
/root/animal_class/data/train/rats/rats029.jpg,1,2
/root/animal_class/data/train/rats/rats243.jpg,1,2
/root/animal_class/data/train/rats/rats229.jpg,1,2
/root/animal_class/data/train/rats/rats217.jpg,1,2
/root/animal_class/data/train/rats/rats192.jpg,1,2
/root/animal_class/data/train/rats/rats066.jpg,1,2
/root/animal_class/data/train/rats/rats211.jpg,1,2
